T.ID,GP.Vol,NP.Vol,Wat.Vol,GT.Vol,NT.Vol,Prd.Lvl,Wat.Lvl,Ullage,Avg.Tmp,Prd.Wgt,Prd.Dens,
02,   4725,   4655,      0,   4725,   4655,  98.87,  -0.37,   5345, 32.19,    nan,    745,
03,   5218,   5133,      0,   5218,   5133, 103.95,  -0.33,   4852, 33.41,    nan,    745,
04,   3053,   3004,      0,   3053,   3004,  72.37,  -0.43,   7017, 33.11,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.40,   7236, 33.84,    nan,    826,
06,   4925,   4866,      0,   4925,   4866,  58.05,  -0.17,  15500, 33.84,    nan,    826,
07,   3553,   3488,      0,   3553,   3488,  77.19,   0.06,   6517, 35.07,    nan,    745,
08,   3617,   3559,      0,   3617,   3559,  79.27,  -0.18,   6453, 33.01,    nan,    745,
[2017/08/01 12:19:00] 

 01,   6808,   6728,      0,   6808,   6728,  73.24,  -0.38,  13617, 33.50,    nan,    826,
02,   4713,   4643,      0,   4713,   4643,  98.67,  -0.37,   5357, 32.19,    nan,    745,
03,   5218,   5133,      0,   5218,   5133, 103.95,  -0.33,   4852, 33.41,    nan,    745,
04,   3018,   2970,      0,   3018,   2970,  71.80,  -0.43,   7052, 33.11,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.41,   7236, 33.84,    nan,    826,
06,   4925,   4866,      0,   4925,   4866,  58.05,  -0.16,  15500, 33.84,    nan,    826,
07,   3551,   3486,      0,   3551,   3486,  77.16,   0.06,   6519, 35.07,    nan,    745,
08,   3617,   3559,      0,   3617,   3559,  79.27,  -0.18,   6453, 33.01,    nan,    745,
[2017/08/01 12:20:00] 

 01,   6808,   6728,      0,   6808,   6728,  73.24,  -0.38,  13617, 33.50,    nan,    826,
02,   4713,   4643,      0,   4713,   4643,  98.67,  -0.37,   5357, 32.20,    nan,    745,
03,   5219,   5133,      0,   5219,   5133, 103.95,  -0.33,   4851, 33.41,    nan,    745,
04,   3018,   2970,      0,   3018,   2970,  71.80,  -0.43,   7052, 33.11,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.40,   7236, 33.84,    nan,    826,
06,   4924,   4864,      0,   4924,   4864,  58.04,  -0.17,  15501, 33.84,    nan,    826,
07,   3549,   3483,      0,   3549,   3484,  77.12,   0.06,   6521, 35.07,    nan,    745,
08,   3594,   3537,      0,   3594,   3537,  78.90,  -0.18,   6476, 33.01,    nan,    745,
[2017/08/01 12:21:00] 

 01,   6808,   6728,      0,   6808,   6728,  73.24,  -0.38,  13617, 33.50,    nan,    826,
02,   4713,   4643,      0,   4713,   4643,  98.67,  -0.37,   5357, 32.20,    nan,    745,
03,   5218,   5133,      0,   5218,   5133, 103.95,  -0.33,   4852, 33.41,    nan,    745,
04,   3018,   2970,      0,   3018,   2970,  71.80,  -0.44,   7052, 33.11,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.41,   7236, 33.84,    nan,    826,
06,   4923,   4864,      0,   4923,   4864,  58.03,  -0.18,  15502, 33.84,    nan,    826,
07,   3545,   3480,      0,   3545,   3480,  77.07,   0.06,   6525, 35.08,    nan,    745,
08,   3594,   3537,      0,   3594,   3537,  78.90,  -0.18,   6476, 33.01,    nan,    745,
[2017/08/01 12:22:00] 

 01,   6808,   6728,      0,   6808,   6728,  73.24,  -0.38,  13617, 33.51,    nan,    826,
02,   4713,   4643,      0,   4713,   4643,  98.68,  -0.37,   5357, 32.20,    nan,    745,
03,   5219,   5133,      0,   5219,   5133, 103.95,  -0.33,   4851, 33.41,    nan,    745,
04,   3018,   2970,      0,   3018,   2970,  71.80,  -0.43,   7052, 33.11,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.40,  -0.41,   7236, 33.84,    nan,    826,
06,   4905,   4846,      0,   4905,   4846,  57.87,  -0.16,  15520, 33.84,    nan,    826,
07,   3544,   3478,      0,   3544,   3479,  77.04,   0.06,   6526, 35.08,    nan,    745,
08,   3594,   3537,      0,   3594,   3537,  78.90,  -0.18,   6476, 33.01,    nan,    745,
[2017/08/01 12:23:00] 

 01,   6808,   6728,      0,   6808,   6728,  73.24,  -0.38,  13617, 33.50,    nan,    826,
02,   4713,   4643,      0,   4713,   4643,  98.67,  -0.37,   5357, 32.20,    nan,    745,
03,   5219,   5133,      0,   5219,   5133, 103.95,  -0.34,   4851, 33.41,    nan,    745,
04,   3018,   2970,      0,   3018,   2970,  71.80,  -0.44,   7052, 33.04,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.41,   7236, 33.84,    nan,    826,
06,   4905,   4846,      0,   4905,   4846,  57.87,  -0.17,  15520, 33.84,    nan,    826,
07,   3543,   3478,      0,   3543,   3478,  77.04,   0.07,   6527, 35.08,    nan,    745,
08,   3594,   3537,      0,   3594,   3537,  78.90,  -0.18,   6476, 33.01,    nan,    745,
[2017/08/01 12:24:00] 

 01,   6808,   6727,      0,   6808,   6727,  73.23,  -0.38,  13617, 33.51,    nan,    826,
02,   4712,   4642,      0,   4712,   4642,  98.65,  -0.37,   5358, 32.20,    nan,    745,
03,   5219,   5134,      0,   5219,   5134, 103.96,  -0.32,   4851, 33.41,    nan,    745,
04,   3018,   2970,      0,   3018,   2970,  71.80,  -0.43,   7052, 33.12,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.40,   7236, 33.84,    nan,    826,
06,   4905,   4846,      0,   4905,   4846,  57.88,  -0.16,  15520, 33.84,    nan,    826,
07,   3544,   3479,      0,   3544,   3479,  77.04,   0.07,   6526, 35.09,    nan,    745,
08,   3591,   3534,      0,   3591,   3534,  78.86,  -0.18,   6479, 33.01,    nan,    745,
[2017/08/01 12:25:00] 

 01,   6808,   6728,      0,   6808,   6728,  73.23,  -0.38,  13617, 33.50,    nan,    826,
02,   4712,   4642,      0,   4712,   4642,  98.65,  -0.37,   5358, 32.20,    nan,    745,
03,   5219,   5134,      0,   5219,   5134, 103.95,  -0.33,   4851, 33.41,    nan,    745,
04,   3018,   2970,      0,   3018,   2970,  71.79,  -0.43,   7052, 33.12,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.40,   7236, 33.84,    nan,    826,
06,   4906,   4847,      0,   4906,   4847,  57.88,  -0.18,  15519, 33.84,    nan,    826,
07,   3539,   3474,      0,   3539,   3474,  76.96,   0.06,   6531, 35.09,    nan,    745,
08,   3591,   3534,      0,   3591,   3534,  78.86,  -0.18,   6479, 33.01,    nan,    745,
[2017/08/01 12:26:00] 

 01,   6809,   6728,      0,   6809,   6728,  73.24,  -0.38,  13616, 33.51,    nan,    826,
02,   4711,   4641,      0,   4711,   4641,  98.65,  -0.37,   5359, 32.20,    nan,    745,
03,   5219,   5134,      0,   5219,   5134, 103.95,  -0.33,   4851, 33.41,    nan,    745,
04,   3018,   2970,      0,   3018,   2970,  71.80,  -0.42,   7052, 33.12,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.41,   7236, 33.84,    nan,    826,
06,   4904,   4845,      0,   4904,   4845,  57.87,  -0.17,  15521, 33.84,    nan,    826,
07,   3536,   3471,      0,   3536,   3471,  76.92,   0.06,   6534, 35.09,    nan,    745,
08,   3591,   3534,      0,   3591,   3534,  78.86,  -0.18,   6479, 33.01,    nan,    745,
[2017/08/01 12:27:00] 

 01,   6808,   6728,      0,   6808,   6728,  73.23,  -0.38,  13617, 33.51,    nan,    826,
02,   4711,   4641,      0,   4711,   4641,  98.65,  -0.37,   5359, 32.20,    nan,    745,
03,   5219,   5134,      0,   5219,   5134, 103.95,  -0.33,   4851, 33.41,    nan,    745,
04,   3018,   2970,      0,   3018,   2970,  71.79,  -0.43,   7052, 33.12,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.41,   7236, 33.84,    nan,    826,
06,   4905,   4846,      0,   4905,   4846,  57.87,  -0.17,  15520, 33.84,    nan,    826,
07,   3523,   3458,      0,   3523,   3459,  76.72,   0.06,   6547, 35.09,    nan,    745,
08,   3591,   3534,      0,   3591,   3534,  78.85,  -0.19,   6479, 33.01,    nan,    745,
[2017/08/01 12:28:00] 

 01,   6808,   6728,      0,   6808,   6728,  73.24,  -0.38,  13617, 33.51,    nan,    826,
02,   4712,   4642,      0,   4712,   4642,  98.65,  -0.37,   5358, 32.20,    nan,    745,
03,   5219,   5133,      0,   5219,   5133, 103.95,  -0.33,   4851, 33.41,    nan,    745,
04,   3018,   2970,      0,   3018,   2970,  71.79,  -0.43,   7052, 33.12,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.41,   7236, 33.84,    nan,    826,
06,   4905,   4846,      0,   4905,   4846,  57.88,  -0.17,  15520, 33.84,    nan,    826,
07,   3503,   3439,      0,   3503,   3439,  76.39,   0.06,   6567, 35.09,    nan,    745,
08,   3591,   3534,      0,   3591,   3534,  78.86,  -0.18,   6479, 33.01,    nan,    745,
[2017/08/01 12:29:00] 

 01,   6808,   6728,      0,   6808,   6728,  73.23,  -0.38,  13617, 33.51,    nan,    826,
02,   4712,   4642,      0,   4712,   4642,  98.65,  -0.37,   5358, 32.20,    nan,    745,
03,   5219,   5133,      0,   5219,   5133, 103.95,  -0.33,   4851, 33.41,    nan,    745,
04,   3018,   2970,      0,   3018,   2970,  71.79,  -0.43,   7052, 33.12,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.40,   7236, 33.84,    nan,    826,
06,   4903,   4844,      0,   4903,   4844,  57.86,  -0.18,  15522, 33.84,    nan,    826,
07,   3502,   3438,      0,   3503,   3438,  76.38,   0.06,   6567, 35.10,    nan,    745,
08,   3591,   3534,      0,   3591,   3534,  78.86,  -0.18,   6479, 33.02,    nan,    745,
[2017/08/01 12:30:00] 

 01,   6808,   6728,      0,   6808,   6728,  73.24,  -0.38,  13617, 33.51,    nan,    826,
02,   4712,   4642,      0,   4712,   4642,  98.65,  -0.37,   5358, 32.20,    nan,    745,
03,   5218,   5133,      0,   5218,   5133, 103.95,  -0.33,   4852, 33.41,    nan,    745,
04,   3018,   2970,      0,   3018,   2970,  71.80,  -0.43,   7052, 33.12,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.40,   7236, 33.84,    nan,    826,
06,   4905,   4846,      0,   4905,   4846,  57.88,  -0.17,  15520, 33.84,    nan,    826,
07,   3501,   3436,      0,   3501,   3437,  76.36,   0.07,   6569, 35.10,    nan,    745,
08,   3591,   3534,      0,   3591,   3534,  78.86,  -0.18,   6479, 33.02,    nan,    745,
[2017/08/01 12:31:00] 

 01,   6808,   6728,      0,   6808,   6728,  73.24,  -0.38,  13617, 33.51,    nan,    826,
02,   4712,   4642,      0,   4712,   4642,  98.65,  -0.37,   5358, 32.20,    nan,    745,
03,   5218,   5133,      0,   5218,   5133, 103.95,  -0.33,   4852, 33.41,    nan,    745,
04,   3018,   2970,      0,   3018,   2970,  71.80,  -0.43,   7052, 33.12,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.40,   7236, 33.84,    nan,    826,
06,   4904,   4845,      0,   4904,   4845,  57.86,  -0.17,  15521, 33.84,    nan,    826,
07,   3500,   3436,      0,   3500,   3436,  76.35,   0.07,   6570, 35.10,    nan,    745,
08,   3591,   3534,      0,   3591,   3534,  78.85,  -0.19,   6479, 33.02,    nan,    745,
[2017/08/01 12:32:00] 

 01,   6808,   6728,      0,   6808,   6728,  73.24,  -0.38,  13617, 33.51,    nan,    826,
02,   4712,   4642,      0,   4712,   4642,  98.65,  -0.37,   5358, 32.20,    nan,    745,
03,   5219,   5134,      0,   5219,   5134, 103.95,  -0.33,   4851, 33.41,    nan,    745,
04,   3018,   2970,      0,   3018,   2970,  71.80,  -0.44,   7052, 33.12,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.41,   7236, 33.84,    nan,    826,
06,   4905,   4846,      0,   4905,   4846,  57.88,  -0.17,  15520, 33.84,    nan,    826,
07,   3501,   3436,      0,   3501,   3436,  76.35,   0.06,   6569, 35.10,    nan,    745,
08,   3591,   3535,      0,   3591,   3535,  78.87,  -0.18,   6479, 33.02,    nan,    745,
[2017/08/01 12:33:00] 

 01,   6808,   6728,      0,   6808,   6728,  73.24,  -0.38,  13617, 33.51,    nan,    826,
02,   4712,   4642,      0,   4712,   4642,  98.65,  -0.37,   5358, 32.13,    nan,    745,
03,   5219,   5134,      0,   5219,   5134, 103.96,  -0.33,   4851, 33.41,    nan,    745,
04,   2997,   2949,      0,   2997,   2949,  71.45,  -0.44,   7073, 33.12,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.41,   7236, 33.84,    nan,    826,
06,   4905,   4846,      0,   4905,   4846,  57.88,  -0.17,  15520, 33.84,    nan,    826,
07,   3501,   3436,      0,   3501,   3437,  76.36,   0.06,   6569, 35.10,    nan,    745,
08,   3591,   3534,      0,   3591,   3534,  78.86,  -0.18,   6479, 33.02,    nan,    745,
[2017/08/01 12:34:00] 

 01,   6808,   6727,      0,   6808,   6727,  73.23,  -0.38,  13617, 33.51,    nan,    826,
02,   4712,   4642,      0,   4712,   4642,  98.65,  -0.37,   5358, 32.20,    nan,    745,
03,   5219,   5133,      0,   5219,   5133, 103.95,  -0.33,   4851, 33.41,    nan,    745,
04,   2993,   2945,      0,   2993,   2945,  71.38,  -0.44,   7077, 33.12,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.41,   7236, 33.84,    nan,    826,
06,   4904,   4845,      0,   4904,   4845,  57.87,  -0.17,  15521, 33.84,    nan,    826,
07,   3500,   3436,      0,   3500,   3436,  76.35,   0.06,   6570, 35.11,    nan,    745,
08,   3584,   3527,      0,   3584,   3527,  78.75,  -0.18,   6486, 33.02,    nan,    745,
[2017/08/01 12:35:00] 

 01,   6808,   6727,      0,   6808,   6727,  73.23,  -0.39,  13617, 33.51,    nan,    826,
02,   4712,   4642,      0,   4712,   4642,  98.65,  -0.37,   5358, 32.20,    nan,    745,
03,   5219,   5134,      0,   5219,   5134, 103.95,  -0.33,   4851, 33.41,    nan,    745,
04,   2992,   2945,      0,   2992,   2945,  71.37,  -0.42,   7078, 33.12,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.41,   7236, 33.84,    nan,    826,
06,   4906,   4846,      0,   4906,   4846,  57.88,  -0.17,  15519, 33.84,    nan,    826,
07,   3501,   3437,      0,   3501,   3437,  76.36,   0.06,   6569, 35.11,    nan,    745,
08,   3584,   3527,      0,   3584,   3527,  78.74,  -0.18,   6486, 33.02,    nan,    745,
[2017/08/01 12:36:00] 

 01,   6808,   6728,      0,   6808,   6728,  73.24,  -0.38,  13617, 33.51,    nan,    826,
02,   4712,   4642,      0,   4712,   4642,  98.65,  -0.37,   5358, 32.20,    nan,    745,
03,   5218,   5133,      0,   5218,   5133, 103.94,  -0.33,   4852, 33.41,    nan,    745,
04,   2993,   2945,      0,   2993,   2945,  71.38,  -0.42,   7077, 33.12,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.41,   7236, 33.84,    nan,    826,
06,   4906,   4846,      0,   4906,   4846,  57.88,  -0.17,  15519, 33.84,    nan,    826,
07,   3501,   3436,      0,   3501,   3436,  76.35,   0.06,   6569, 35.11,    nan,    745,
08,   3584,   3527,      0,   3584,   3527,  78.74,  -0.19,   6486, 33.02,    nan,    745,
[2017/08/01 12:37:00] 

 01,   6808,   6728,      0,   6808,   6728,  73.24,  -0.38,  13617, 33.51,    nan,    826,
02,   4712,   4642,      0,   4712,   4642,  98.65,  -0.37,   5358, 32.20,    nan,    745,
03,   5219,   5133,      0,   5219,   5133, 103.95,  -0.33,   4851, 33.41,    nan,    745,
04,   2993,   2945,      0,   2993,   2945,  71.38,  -0.43,   7077, 33.12,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.40,   7236, 33.84,    nan,    826,
06,   4905,   4846,      0,   4905,   4846,  57.87,  -0.18,  15520, 33.84,    nan,    826,
07,   3501,   3585,      0,   3501,   3585,  76.35,   0.06,   6569,  0.00,    nan,    745,
08,   3584,   3527,      0,   3584,   3527,  78.74,  -0.19,   6486, 33.02,    nan,    745,
[2017/08/01 12:38:00] 

 01,   6808,   6728,      0,   6808,   6728,  73.24,  -0.38,  13617, 33.51,    nan,    826,
02,   4712,   4642,      0,   4712,   4642,  98.65,  -0.37,   5358, 32.20,    nan,    745,
03,   5216,   5131,      0,   5216,   5131, 103.91,  -0.33,   4854, 33.41,    nan,    745,
04,   2992,   2945,      0,   2992,   2945,  71.38,  -0.42,   7078, 33.12,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.40,   7236, 33.84,    nan,    826,
06,   4904,   4845,      0,   4904,   4845,  57.86,  -0.17,  15521, 33.84,    nan,    826,
07,   3499,   3434,      0,   3499,   3434,  76.32,   0.06,   6571, 35.11,    nan,    745,
08,   3584,   3527,      0,   3584,   3527,  78.74,  -0.19,   6486, 33.02,    nan,    745,
[2017/08/01 12:39:00] 

 01,   6808,   6728,      0,   6808,   6728,  73.24,  -0.38,  13617, 33.51,    nan,    826,
02,   4711,   4641,      0,   4711,   4641,  98.65,  -0.37,   5359, 32.20,    nan,    745,
03,   5214,   5129,      0,   5214,   5129, 103.88,  -0.33,   4856, 33.41,    nan,    745,
04,   2993,   2945,      0,   2993,   2945,  71.39,  -0.44,   7077, 33.12,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.41,   7236, 33.84,    nan,    826,
06,   4872,   4813,      0,   4872,   4813,  57.58,  -0.16,  15553, 33.84,    nan,    826,
07,   3496,   3431,      0,   3496,   3431,  76.27,   0.06,   6574, 35.12,    nan,    745,
08,   3584,   3527,      0,   3584,   3527,  78.74,  -0.19,   6486, 33.02,    nan,    745,
[2017/08/01 12:40:00] 

 01,   6809,   6728,      0,   6809,   6728,  73.24,  -0.38,  13616, 33.51,    nan,    826,
02,   4704,   4634,      0,   4704,   4634,  98.52,  -0.37,   5366, 32.20,    nan,    745,
03,   5214,   5129,      0,   5214,   5129, 103.87,  -0.33,   4856, 33.41,    nan,    745,
04,   2993,   2945,      0,   2993,   2945,  71.38,  -0.43,   7077, 33.12,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.40,   7236, 33.84,    nan,    826,
06,   4840,   4781,      0,   4840,   4781,  57.30,  -0.16,  15585, 33.84,    nan,    826,
07,   3496,   3431,      0,   3496,   3431,  76.27,   0.06,   6574, 35.12,    nan,    745,
08,   3584,   3527,      0,   3584,   3527,  78.74,  -0.18,   6486, 33.02,    nan,    745,
[2017/08/01 12:41:00] 

 01,   6808,   6728,      0,   6808,   6728,  73.24,  -0.38,  13617, 33.51,    nan,    826,
02,   4704,   4634,      0,   4704,   4634,  98.52,  -0.37,   5366, 32.20,    nan,    745,
03,   5214,   5129,      0,   5214,   5129, 103.87,  -0.33,   4856, 33.41,    nan,    745,
04,   2974,   2927,      0,   2974,   2927,  71.07,  -0.43,   7096, 33.12,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.41,   7236, 33.84,    nan,    826,
06,   4822,   4763,      0,   4822,   4763,  57.15,  -0.15,  15603, 33.84,    nan,    826,
07,   3496,   3431,      0,   3496,   3431,  76.27,   0.07,   6574, 35.12,    nan,    745,
08,   3584,   3527,      0,   3584,   3527,  78.74,  -0.18,   6486, 33.02,    nan,    745,
[2017/08/01 12:42:00] 

 01,   6808,   6728,      0,   6808,   6728,  73.24,  -0.38,  13617, 33.51,    nan,    826,
02,   4704,   4634,      0,   4704,   4634,  98.52,  -0.37,   5366, 32.20,    nan,    745,
03,   5214,   5129,      0,   5214,   5129, 103.88,  -0.33,   4856, 33.41,    nan,    745,
04,   2968,   2920,      0,   2968,   2920,  70.97,  -0.43,   7102, 33.12,    nan,    745,
05,   2835,   2800,      0,   2835,   2800,  66.41,  -0.40,   7235, 33.84,    nan,    826,
06,   4821,   4763,      0,   4821,   4763,  57.14,  -0.17,  15604, 33.84,    nan,    826,
07,   3495,   3431,      0,   3496,   3431,  76.27,   0.06,   6574, 35.12,    nan,    745,
08,   3584,   3527,      0,   3584,   3527,  78.74,  -0.18,   6486, 33.03,    nan,    745,
[2017/08/01 12:43:00] 

 01,   6808,   6728,      0,   6808,   6728,  73.24,  -0.38,  13617, 33.51,    nan,    826,
02,   4692,   4623,      0,   4692,   4623,  98.34,  -0.37,   5378, 32.20,    nan,    745,
03,   5214,   5129,      0,   5214,   5129, 103.87,  -0.33,   4856, 33.41,    nan,    745,
04,   2968,   2920,      0,   2968,   2920,  70.96,  -0.43,   7102, 33.12,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.41,   7236, 33.84,    nan,    826,
06,   4821,   4763,      0,   4821,   4763,  57.14,  -0.15,  15604, 33.84,    nan,    826,
07,   3493,   3429,      0,   3494,   3429,  76.24,   0.06,   6576, 35.12,    nan,    745,
08,   3584,   3527,      0,   3584,   3527,  78.74,  -0.18,   6486, 33.03,    nan,    745,
[2017/08/01 12:44:00] 

 01,   6808,   6728,      0,   6808,   6728,  73.24,  -0.38,  13617, 33.51,    nan,    826,
02,   4681,   4612,      0,   4681,   4612,  98.16,  -0.37,   5389, 32.20,    nan,    745,
03,   5214,   5129,      0,   5214,   5129, 103.88,  -0.32,   4856, 33.41,    nan,    745,
04,   2968,   2921,      0,   2968,   2921,  70.98,  -0.43,   7102, 33.12,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.40,   7236, 33.84,    nan,    826,
06,   4819,   4761,      0,   4819,   4761,  57.12,  -0.16,  15606, 33.84,    nan,    826,
07,   3474,   3410,      0,   3475,   3411,  75.93,   0.06,   6595, 35.12,    nan,    745,
08,   3584,   3527,      0,   3584,   3527,  78.74,  -0.19,   6486, 33.03,    nan,    745,
[2017/08/01 12:45:00] 

 01,   6808,   6728,      0,   6808,   6728,  73.24,  -0.38,  13617, 33.51,    nan,    826,
02,   4681,   4612,      0,   4681,   4612,  98.16,  -0.37,   5389, 32.21,    nan,    745,
03,   5214,   5128,      0,   5214,   5128, 103.87,  -0.33,   4856, 33.41,    nan,    745,
04,   2968,   2920,      0,   2968,   2920,  70.97,  -0.43,   7102, 33.13,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.40,   7236, 33.84,    nan,    826,
06,   4822,   4763,      0,   4822,   4763,  57.15,  -0.15,  15603, 33.84,    nan,    826,
07,   3474,   3410,      0,   3474,   3410,  75.92,   0.06,   6596, 35.13,    nan,    745,
08,   3584,   3527,      0,   3584,   3527,  78.74,  -0.18,   6486, 33.03,    nan,    745,
[2017/08/01 12:46:00] 

 01,   6809,   6728,      0,   6809,     -0,  73.24,  -0.38,  13616, 33.51,    nan,    826,
02,   4681,   4612,      0,   4681,   4612,  98.16,  -0.37,   5389, 32.20,    nan,    745,
03,   5214,   5129,      0,   5214,   5129, 103.87,  -0.33,   4856, 33.41,    nan,    745,
04,   2968,   2921,      0,   2968,   2921,  70.97,  -0.43,   7102, 33.13,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.41,   7236,  0.00,    nan,    826,
06,   4821,   4763,      0,   4821,   4763,  57.14,  -0.16,  15604, 33.84,    nan,    826,
07,   3474,   3410,      0,   3474,   3410,  75.92,   0.06,   6596, 35.13,    nan,    745,
08,   3584,   3527,      0,   3584,   3527,  78.74,  -0.18,   6486, 33.03,    nan,    745,
[2017/08/01 12:47:00] 

 01,   6808,   6728,      0,   6808,   6728,  73.23,  -0.38,  13617, 33.51,    nan,    826,
02,   4682,   4612,      0,   4682,   4612,  98.17,  -0.37,   5388, 32.21,    nan,    745,
03,   5214,   5129,      0,   5214,   5129, 103.88,  -0.33,   4856, 33.41,    nan,    745,
04,   2968,   2921,      0,   2968,   2921,  70.98,  -0.43,   7102, 33.13,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.41,   7236, 33.84,    nan,    826,
06,   4803,   4745,      0,   4803,   4745,  56.98,  -0.16,  15622, 33.85,    nan,    826,
07,   3474,   3410,      0,   3475,   3410,  75.93,   0.06,   6595, 35.13,    nan,    745,
08,   3582,   3525,      0,   3582,   3525,  78.71,  -0.18,   6488, 33.03,    nan,    745,
[2017/08/01 12:48:00] 

 01,   6808,   6728,      0,   6808,   6728,  73.24,  -0.38,  13617, 33.51,    nan,    826,
02,   4681,   4612,      0,   4681,   4612,  98.16,  -0.37,   5389, 32.21,    nan,    745,
03,   5214,   5129,      0,   5214,   5129, 103.87,  -0.33,   4856, 33.41,    nan,    745,
04,   2967,   2920,      0,   2967,   2920,  70.96,  -0.42,   7103, 33.13,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.41,   7236, 33.84,    nan,    826,
06,   4803,   4745,      0,   4803,   4745,  56.98,  -0.16,  15622, 33.85,    nan,    826,
07,   3472,   3408,      0,   3472,   3408,  75.89,   0.06,   6598, 35.14,    nan,    745,
08,   3582,   3525,      0,   3582,   3525,  78.71,  -0.18,   6488, 33.03,    nan,    745,
[2017/08/01 12:49:00] 

 01,   6808,   6728,      0,   6808,   6728,  73.24,  -0.38,  13617, 33.51,    nan,    826,
02,   4681,   4612,      0,   4681,   4612,  98.16,  -0.36,   5389, 32.21,    nan,    745,
03,   5214,   5129,      0,   5214,   5129, 103.87,  -0.33,   4856, 33.41,    nan,    745,
04,   2968,   2921,      0,   2968,   2921,  70.97,  -0.42,   7102, 33.13,    nan,    745,
05,   2835,   2800,      0,   2835,   2800,  66.41,  -0.40,   7235, 32.11,    nan,    826,
06,   4802,   4744,      0,   4802,   4744,  56.97,  -0.15,  15623, 33.85,    nan,     -0,
07,   3470,   3406,      0,   3470,   3406,  75.86,   0.06,   6600, 35.14,    nan,    745,
08,   3582,   3525,      0,   3582,   3525,  78.71,  -0.18,   6488, 33.03,    nan,    745,
[2017/08/01 12:50:00] 

 01,   6808,   6728,      0,   6808,   6728,  73.24,  -0.38,  13617, 33.51,    nan,    826,
02,   4681,   4612,      0,   4681,   4612,  98.16,  -0.37,   5389, 32.21,    nan,    745,
03,   5214,   5129,      0,   5214,   5129, 103.88,  -0.32,   4856, 33.41,    nan,    745,
04,   2968,   2920,      0,   2968,   2920,  70.97,  -0.43,   7102, 33.13,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.41,   7236, 33.84,    nan,    826,
06,   4802,   4744,      0,   4802,   4744,  56.97,  -0.16,  15623, 33.85,    nan,    826,
07,   3471,   3406,      0,   3471,   3407,  75.87,   0.06,   6599, 35.14,    nan,    745,
08,   3582,   3525,      0,   3582,   3525,  78.71,  -0.18,   6488, 33.03,    nan,    745,
[2017/08/01 12:51:00] 

 01,   6808,   6728,      0,   6808,   6728,  73.23,  -0.38,  13617, 33.51,    nan,    826,
02,   4681,   4612,      0,   4681,   4612,  98.16,  -0.37,   5389, 32.21,    nan,    745,
03,   5214,   5129,      0,   5214,   5129, 103.88,  -0.33,   4856, 33.41,    nan,    745,
04,   2968,   2920,      0,   2968,   2920,  70.96,  -0.42,   7102, 33.13,    nan,    745,
05,   2834,   2800,      0,   2834,   2800,  66.41,  -0.41,   7236, 33.84,    nan,    826,
06,   4804,   4746,      0,   4804,   4746,  56.99,  -0.16,  15621, 33.85,    nan,    826,
07,   3470,   3406,      0,   3470,   3406,  75.86,   0.06,   6600, 35.14,    nan,    745,
08,   3582,   3525,      0,   3582,   3525,  78.71,  -0.18,   6488, 33.03,    nan,    745,
[2017/08/01 12:52:00] 

 01,   6808,   6728,      0,   6808,   6728,  73.24,  -0.38,  13617, 33.51,    nan,    826,
