T.ID,GP.Vol,NP.Vol,Wat.Vol,GT.Vol,NT.Vol,Prd.Lvl,Wat.Lvl,Ullage,Avg.Tmp,Prd.Wgt,Prd.Dens,
 01,   7671,   7580,      0,   7671,   7580,  80.15,  -0.38,  12754, 33.55,    nan,    826,
02,   4102,   4040,      0,   4102,   4040,  88.76,  -0.37,   5968, 32.33,    nan,    745,
03,   5598,   5506,      0,   5598,   5506, 109.93,  -0.32,   4472, 33.37,    nan,    745,
04,   4920,   4843,      0,   4920,   4843, 102.04,  -0.46,   5150, 32.78,    nan,    745,
05,   2998,   2962,      0,   2998,   2962,  69.27,  -0.41,   7072, 33.77,    nan,    826,
06,   4436,   4383,      0,   4436,   4383,  53.74,  -0.18,  15989, 33.88,    nan,    826,
07,   3719,   3648,      0,   3719,   3648,  79.85,   0.07,   6351, 35.75,    nan,    745,
08,   3363,   3308,      0,   3363,   3308,  75.16,  -0.19,   6707, 33.31,    nan,    745,
[2017/07/31 00:12:00] 

 01,   7670,   7580,      0,   7670,   7580,  80.15,  -0.38,  12755, 33.55,    nan,    826,
02,   4102,   4040,      0,   4102,   4040,  88.76,  -0.37,   5968, 32.33,    nan,    745,
03,   5598,   5506,      0,   5598,   5506, 109.93,  -0.32,   4472, 33.37,    nan,    745,
04,   4920,   4843,      0,   4920,   4843, 102.04,  -0.46,   5150, 32.78,    nan,    745,
05,   2998,   2962,      0,   2998,   2962,  69.27,  -0.41,   7072, 33.77,    nan,    826,
06,   4438,   4385,      0,   4438,   4385,  53.76,  -0.19,  15987, 33.88,    nan,    826,
07,   3719,   3648,      0,   3720,   3648,  79.86,   0.07,   6350, 35.75,    nan,    745,
08,   3362,   3308,      0,   3362,   3308,  75.16,  -0.20,   6708, 33.31,    nan,    745,
[2017/07/31 00:13:00] 

 01,   7670,   7579,      0,   7670,   7579,  80.15,  -0.38,  12755, 33.55,    nan,    826,
02,   4102,   4040,      0,   4102,   4040,  88.76,  -0.37,   5968, 32.33,    nan,    745,
03,   5597,   5506,      0,   5597,   5506, 109.93,  -0.32,   4473, 33.37,    nan,    745,
04,   4919,   4843,      0,   4919,   4843, 102.03,  -0.47,   5151, 32.78,    nan,    745,
05,   2998,   2962,      0,   2998,   2962,  69.27,  -0.41,   7072, 33.78,    nan,    826,
06,   4438,   4384,      0,   4438,   4384,  53.76,  -0.19,  15987, 33.88,    nan,    826,
07,   3719,   3648,      0,   3719,   3648,  79.85,   0.07,   6351, 35.75,    nan,    745,
08,   3363,   3308,      0,   3363,   3308,  75.16,  -0.19,   6707, 33.31,    nan,    745,
[2017/07/31 00:14:00] 

 01,   7670,   7579,      0,   7670,   7579,  80.15,  -0.38,  12755, 33.55,    nan,    826,
02,   4101,   4040,      0,   4101,   4040,  88.76,  -0.37,   5969, 32.33,    nan,    745,
03,   5598,   5507,      0,   5598,   5507, 109.93,  -0.31,   4472, 33.37,    nan,    745,
04,   4919,   4842,      0,   4919,   4842, 102.03,  -0.47,   5151, 32.78,    nan,    745,
05,   2998,   2962,      0,   2998,   2962,  69.27,  -0.41,   7072, 33.77,    nan,    826,
06,   4437,   4384,      0,   4437,   4384,  53.75,  -0.18,  15988, 33.88,    nan,    826,
07,   3719,   3648,      0,   3719,   3648,  79.85,   0.07,   6351, 35.75,    nan,    745,
08,   3362,   3308,      0,   3362,   3308,  75.15,  -0.20,   6708, 33.31,    nan,    745,
[2017/07/31 00:15:00] 

 01,   7670,   7580,      0,   7670,   7580,  80.15,  -0.38,  12755, 33.55,    nan,    826,
02,   4102,   4040,      0,   4102,   4040,  88.76,  -0.36,   5968, 32.33,    nan,    745,
03,   5597,   5506,      0,   5597,   5506, 109.93,  -0.32,   4473, 33.37,    nan,    745,
04,   4920,   4843,      0,   4920,   4843, 102.04,  -0.46,   5150, 32.78,    nan,    745,
05,   2998,   2962,      0,   2998,   2962,  69.27,  -0.41,   7072, 33.77,    nan,    826,
06,   4437,   4383,      0,   4437,   4383,  53.75,  -0.17,  15988, 33.88,    nan,    826,
07,   3719,   3647,      0,   3719,   3648,  79.85,   0.06,   6351, 35.75,    nan,    745,
08,   3362,   3308,      0,   3362,   3308,  75.16,  -0.20,   6708, 33.31,    nan,    745,
[2017/07/31 00:16:00] 

 01,   7670,   7580,      0,   7670,   7580,  80.15,  -0.38,  12755, 33.56,    nan,    826,
02,   4102,   4040,      0,   4102,   4040,  88.77,  -0.36,   5968, 32.33,    nan,    745,
03,   5597,   5506,      0,   5597,   5506, 109.92,  -0.32,   4473, 33.37,    nan,    745,
04,   4920,   4843,      0,   4920,   4843, 102.04,  -0.46,   5150, 32.78,    nan,    745,
05,   2998,   2962,      0,   2998,   2962,  69.27,  -0.41,   7072, 33.77,    nan,    826,
06,   4437,   4384,      0,   4437,   4384,  53.75,  -0.19,  15988, 33.88,    nan,    826,
07,   3719,   3648,      0,   3719,   3648,  79.85,   0.07,   6351, 35.75,    nan,    745,
08,   3362,   3308,      0,   3362,   3308,  75.16,  -0.20,   6708, 33.31,    nan,    745,
[2017/07/31 00:17:00] 

 01,   7670,   7580,      0,   7670,   7580,  80.15,  -0.38,  12755, 33.56,    nan,    826,
02,   4102,   4040,      0,   4102,   4040,  88.76,  -0.37,   5968, 32.24,    nan,    745,
03,   5597,   5506,      0,   5597,   5506, 109.93,  -0.32,   4473, 33.37,    nan,    745,
04,   4919,   4843,      0,   4919,   4843, 102.03,  -0.47,   5151, 32.78,    nan,    745,
05,   2998,   2962,      0,   2998,   2962,  69.26,  -0.41,   7072, 33.77,    nan,    826,
06,   4437,   4384,      0,   4437,   4384,  53.75,  -0.19,  15988, 33.88,    nan,    826,
07,   3719,   3648,      0,   3719,   3648,  79.85,   0.07,   6351, 35.74,    nan,    745,
08,   3362,   3308,      0,   3362,   3308,  75.16,  -0.20,   6708, 33.31,    nan,    745,
[2017/07/31 00:18:00] 

 01,   7671,   7580,     32,   7671,   7580,  80.15,  -0.38,  12754, 33.56,    nan,    826,
02,   4101,   4040,      0,   4101,   4040,  88.76,  -0.37,   5969, 32.33,    nan,    745,
03,   5597,   5506,      0,   5597,   5506, 109.93,  -0.32,   4473, 33.37,    nan,    745,
04,   4919,   4843,      0,   4919,   4843, 102.03,  -0.46,   5151, 32.78,    nan,    745,
05,   2998,   2962,      0,   2998,   2962,  69.27,  -0.41,   7072, 33.77,    nan,    826,
06,   4436,   4383,      0,   4436,   4383,  53.74,  -0.18,  15989, 33.88,    nan,    826,
07,   3719,   3648,      0,   3719,   3648,  79.85,   0.06,   6351, 35.74,    nan,    745,
08,   3362,   3308,      0,   3362,   3308,  75.16,  -0.19,   6708, 33.31,    nan,    745,
[2017/07/31 00:19:00] 

 01,   7670,   7579,      0,   7670,   7579,  80.15,  -0.38,  12755, 33.56,    nan,    826,
02,   4101,   4040,      0,   4101,   4040,  88.76,  -0.36,   5969, 32.33,    nan,    745,
03,   5597,   5506,      0,   5597,   5506, 109.93,  -0.32,   4473, 33.37,    nan,    745,
04,   4920,   4843,      0,   4920,   4843, 102.04,  -0.46,   5150, 32.78,    nan,    745,
05,   2998,   2962,      0,   2998,   2962,  69.27,  -0.41,   7072, 33.77,    nan,    826,
06,   4436,   4383,      0,   4436,   4383,  53.74,  -0.18,  15989, 33.88,    nan,    826,
07,   3719,   3648,      0,   3719,   3648,  79.85,   0.07,   6351, 35.74,    nan,    745,
08,   3363,   3308,      0,   3363,   3308,  75.16,  -0.19,   6707, 33.31,    nan,    745,
[2017/07/31 00:20:00] 

 01,   7670,   7579,      0,   7670,   7579,  80.15,  -0.38,  12755, 33.56,    nan,    826,
02,   4101,   4040,      0,   4101,   4040,  88.76,  -0.37,   5969, 32.33,    nan,    745,
03,   5598,   5507,      0,   5598,   5507, 109.93,  -0.31,   4472, 33.37,    nan,    745,
04,   4920,   4844,      0,   4920,   4844, 102.05,  -0.45,   5150, 32.78,    nan,    745,
05,   2998,   2962,      0,   2998,   2962,  69.27,  -0.41,   7072, 33.77,    nan,    826,
06,   4437,   4384,      0,   4437,   4384,  53.75,  -0.18,  15988, 33.88,    nan,    826,
07,   3719,   3648,      0,   3719,   3648,  79.85,   0.07,   6351, 35.74,    nan,    745,
08,   3362,   3308,      0,   3362,   3308,  75.16,  -0.20,   6708, 33.31,    nan,    745,
[2017/07/31 00:21:00] 

 01,   7670,   7580,      0,   7670,   7580,  80.15,  -0.38,  12755, 33.55,    nan,    826,
02,   4101,   4040,      0,   4101,   4040,  88.75,  -0.37,   5969, 32.33,    nan,    745,
03,   5597,   5506,      0,   5597,   5506, 109.93,  -0.32,   4473, 33.37,    nan,    745,
04,   4920,   4843,      0,   4920,   4843, 102.04,  -0.46,   5150, 32.78,    nan,    745,
05,   2998,   2962,      0,   2998,   2962,  69.26,  -0.41,   7072, 33.77,    nan,    826,
06,   4438,   4384,      0,   4438,   4384,  53.75,  -0.19,  15987, 33.88,    nan,    826,
07,   3719,   3648,      0,   3719,   3648,  79.85,   0.07,   6351, 35.74,    nan,    745,
08,   3363,   3308,      0,   3363,   3308,  75.16,  -0.19,   6707, 33.24,    nan,    745,
[2017/07/31 00:22:00] 

 01,   7670,   7579,      0,   7670,   7579,  80.15,  -0.38,  12755, 33.56,    nan,    826,
02,   4101,   4040,      0,   4101,   4040,  88.75,  -0.37,   5969, 32.33,    nan,    745,
03,   5597,   5506,      0,   5597,   5506, 109.92,  -0.32,   4473, 33.37,    nan,    745,
04,   4920,   4843,      0,   4920,   4843, 102.04,  -0.46,   5150, 32.78,    nan,    745,
05,   2998,   2962,      0,   2998,   2962,  69.26,  -0.41,   7072, 33.77,    nan,    826,
06,   4438,   4384,      0,   4438,   4384,  53.75,  -0.18,  15987, 33.88,    nan,    826,
07,   3719,   3648,      0,   3719,   3648,  79.85,   0.07,   6351, 35.74,    nan,    745,
08,   3362,   3308,      0,   3362,   3308,  75.16,  -0.20,   6708, 33.31,    nan,    745,
[2017/07/31 00:23:00] 

 01,   7670,   7580,      0,   7670,   7580,  80.15,  -0.38,  12755, 33.56,    nan,    826,
02,   4101,   4040,      0,   4101,   4040,  88.75,  -0.37,   5969, 32.33,    nan,    745,
03,   5597,   5506,      0,   5597,   5506, 109.93,  -0.32,   4473, 33.37,    nan,    745,
04,   4919,   4842,      0,   4919,   4842, 102.03,  -0.47,   5151, 32.78,    nan,    745,
05,   2998,   2962,      0,   2998,   2962,  69.26,  -0.41,   7072, 33.77,    nan,    826,
06,   4437,   4383,      0,   4437,   4383,  53.75,  -0.18,  15988, 33.88,    nan,    826,
07,   3719,   3648,      0,   3719,   3648,  79.85,   0.07,   6351, 35.74,    nan,    745,
08,   3362,   3308,      0,   3362,   3308,  75.15,  -0.19,   6708, 33.31,    nan,    745,
[2017/07/31 00:24:00] 

 01,   7670,   7579,      0,   7670,   7579,  80.15,  -0.38,  12755, 33.56,    nan,    826,
02,   4101,   4040,      0,   4101,   4040,  88.75,  -0.37,   5969, 32.33,    nan,    745,
03,   5597,   5506,      0,   5597,   5506, 109.93,  -0.32,   4473, 33.37,    nan,    745,
04,   4919,   4843,      0,   4919,   4843, 102.03,  -0.47,   5151, 32.79,    nan,    745,
05,   2998,   2962,      0,   2998,   2962,  69.27,  -0.41,   7072, 33.77,    nan,    826,
06,   4437,   4383,      0,   4437,   4383,  53.75,  -0.19,  15988, 33.88,    nan,    826,
07,   3719,   3648,      0,   3719,   3648,  79.85,   0.07,   6351, 35.73,    nan,    745,
08,   3363,   3308,      0,   3363,   3308,  75.16,  -0.19,   6707, 33.31,    nan,    745,
[2017/07/31 00:25:00] 

 01,   7670,   7580,      0,   7670,   7580,  80.15,  -0.38,  12755, 33.55,    nan,    826,
02,   4102,   4040,      0,   4102,   4040,  88.76,  -0.36,   5968, 32.33,    nan,    745,
03,   5598,   5506,      0,   5598,   5506, 109.93,  -0.32,   4472, 33.37,    nan,    745,
04,   4920,   4843,      0,   4920,   4843, 102.04,  -0.46,   5150, 32.79,    nan,    745,
05,   2998,   2962,      0,   2998,   2962,  69.27,  -0.41,   7072, 33.77,    nan,    826,
06,   4438,   4384,      0,   4438,   4384,  53.76,  -0.18,  15987, 33.88,    nan,    826,
07,   3719,   3648,      0,   3719,   3648,  79.85,   0.07,   6351, 35.73,    nan,    745,
08,   3362,   3308,      0,   3362,   3308,  75.16,  -0.19,   6708, 33.31,    nan,    745,
[2017/07/31 00:26:00] 

 01,   7670,   7580,      0,   7670,   7580,  80.15,  -0.38,  12755, 33.55,    nan,    826,
02,   4101,   4040,      0,   4101,   4040,  88.76,  -0.37,   5969, 32.33,    nan,    745,
03,   5598,   5506,      0,   5598,   5506, 109.93,  -0.32,   4472, 33.37,    nan,    745,
04,   4920,   4843,      0,   4920,   4843, 102.04,  -0.46,   5150, 32.79,    nan,    745,
05,   2998,   2962,      0,   2998,   2962,  69.26,  -0.41,   7072, 33.77,    nan,    826,
06,   4438,   4385,      0,   4438,   4385,  53.76,  -0.19,  15987, 33.88,    nan,    826,
07,   3719,   3648,      0,   3719,   3648,  79.85,   0.07,   6351, 35.73,    nan,    745,
08,   3362,   3308,      0,   3362,   3308,  75.15,  -0.20,   6708, 33.31,    nan,    745,
[2017/07/31 00:27:00] 

 01,   7670,   7580,      0,   7670,   7580,  80.15,  -0.38,  12755, 33.55,    nan,    826,
02,   4101,   4040,      0,   4101,   4040,  88.76,  -0.37,   5969, 32.33,    nan,    745,
03,   5598,   5506,      0,   5598,   5506, 109.93,  -0.32,   4472, 33.37,    nan,    745,
04,   4920,   4843,      0,   4920,   4843, 102.04,  -0.46,   5150, 32.79,    nan,    745,
05,   2998,   2962,      0,   2998,   2962,  69.27,  -0.41,   7072, 33.77,    nan,    826,
06,   4437,   4383,      0,   4437,   4383,  53.75,  -0.18,  15988, 33.88,    nan,    826,
07,   3719,   3648,      0,   3719,   3648,  79.85,   0.07,   6351, 35.73,    nan,    745,
08,   3363,   3308,      0,   3363,   3308,  75.16,  -0.20,   6707, 33.31,    nan,    745,
[2017/07/31 00:28:00] 

 01,   7670,   7580,      0,   7670,   7580,  80.15,  -0.38,  12755, 33.55,    nan,    826,
02,   4101,   4040,      0,   4101,   4040,  88.76,  -0.37,   5969, 32.33,    nan,    745,
03,   5597,   5506,      0,   5597,   5506, 109.93,  -0.32,   4473, 33.37,    nan,    745,
04,   4919,   4843,      0,   4919,   4843, 102.03,  -0.46,   5151, 32.79,    nan,    745,
05,   2998,   2962,      0,   2998,   2962,  69.27,  -0.41,   7072, 33.77,    nan,    826,
06,   4437,   4384,      0,   4437,   4384,  53.75,  -0.18,  15988, 33.88,    nan,    826,
07,   3719,   3648,      0,   3719,   3648,  79.85,   0.07,   6351, 35.73,    nan,    745,
08,   3363,   3308,      0,   3363,   3308,  75.16,  -0.19,   6707, 33.31,    nan,    745,
[2017/07/31 00:29:00] 

 01,   7670,   7580,      0,   7670,   7580,  80.15,  -0.38,  12755, 33.55,    nan,    826,
02,   4101,   4040,      0,   4101,   4040,  88.75,  -0.37,   5969, 32.33,    nan,    745,
03,   5597,   5506,      0,   5597,   5506, 109.93,  -0.32,   4473, 33.37,    nan,    745,
04,   4920,   4843,      0,   4920,   4843, 102.04,  -0.46,   5150, 32.79,    nan,    745,
05,   2998,   2962,      0,   2998,   2962,  69.27,  -0.41,   7072, 33.78,    nan,    826,
06,   4437,   4384,      0,   4437,   4384,  53.75,  -0.19,  15988, 33.88,    nan,    826,
07,   3719,   3648,      0,   3719,   3648,  79.85,   0.07,   6351, 35.73,    nan,    745,
08,   3362,   3308,      0,   3362,   3308,  75.16,  -0.19,   6708, 33.31,    nan,    745,
[2017/07/31 00:30:00] 

 01,   7670,   7580,      0,   7670,   7580,  80.15,  -0.38,  12755, 33.55,    nan,    826,
02,   4101,   4040,      0,   4101,   4040,  88.76,  -0.37,   5969, 32.34,    nan,    745,
03,   5597,   5506,      0,   5597,   5506, 109.93,  -0.32,   4473, 33.37,    nan,    745,
04,   4919,   4843,      0,   4919,   4843, 102.03,  -0.47,   5151, 32.79,    nan,    745,
05,   2998,   2962,      0,   2998,   2962,  69.27,  -0.41,   7072, 33.78,    nan,    826,
06,   4437,   4383,      0,   4437,   4383,  53.75,  -0.18,  15988, 33.88,    nan,    826,
07,   3719,   3648,      0,   3719,   3648,  79.85,   0.06,   6351, 35.73,    nan,    745,
08,   3362,   3308,      0,   3362,   3308,  75.15,  -0.20,   6708, 33.31,    nan,    745,
[2017/07/31 00:31:00] 

 01,   7670,   7580,      0,   7670,   7580,  80.15,  -0.38,  12755, 33.55,    nan,    826,
02,   4101,   4040,      0,   4101,   4040,  88.75,  -0.37,   5969, 32.34,    nan,    745,
03,   5597,   5506,      0,   5597,   5506, 109.93,  -0.32,   4473, 33.37,    nan,    745,
04,   4919,   4843,      0,   4919,   4843, 102.03,  -0.47,   5151, 32.79,    nan,    745,
05,   2998,   2962,      0,   2998,   2962,  69.26,  -0.41,   7072, 33.78,    nan,    826,
06,   4437,   4383,      0,   4437,   4383,  53.74,  -0.18,  15988, 33.88,    nan,    826,
07,   3719,   3648,      0,   3719,   3648,  79.85,   0.07,   6351, 35.72,    nan,    745,
08,   3362,   3308,      0,   3362,   3308,  75.16,  -0.20,   6708, 33.31,    nan,    745,
[2017/07/31 00:32:00] 

 01,   7670,   7579,      0,   7670,   7579,  80.14,  -0.38,  12755, 33.55,    nan,    826,
02,   4101,   4040,      0,   4101,   4040,  88.75,  -0.37,   5969, 32.34,    nan,    745,
03,   5597,   5506,      0,   5597,   5506, 109.93,  -0.32,   4473, 33.37,    nan,    745,
04,   4919,   4843,      0,   4919,   4843, 102.03,  -0.46,   5151, 32.79,    nan,    745,
05,   2998,   2962,      0,   2998,   2962,  69.27,  -0.41,   7072, 33.77,    nan,    826,
06,   4437,   4383,      0,   4437,   4383,  53.75,  -0.19,  15988, 33.88,    nan,    826,
07,   3719,   3648,      0,   3719,   3648,  79.85,   0.07,   6351, 35.72,    nan,    745,
08,   3362,   3308,      0,   3362,   3308,  75.16,  -0.20,   6708, 33.31,    nan,    745,
[2017/07/31 00:33:00] 

 01,   7670,   7580,      0,   7670,   7580,  80.15,  -0.38,  12755, 33.55,    nan,    826,
02,   4101,   4040,      0,   4101,   4040,  88.76,  -0.37,   5969, 32.34,    nan,    745,
03,   5597,   5506,      0,   5597,   5506, 109.93,  -0.32,   4473, 33.37,    nan,    745,
04,   4919,   4843,      0,   4919,   4843, 102.03,  -0.46,   5151, 32.79,    nan,    745,
05,   2998,   2962,      0,   2998,   2962,  69.26,  -0.41,   7072, 33.77,    nan,    826,
06,   4438,   4384,      0,   4438,   4384,  53.76,  -0.19,  15987, 33.88,    nan,    826,
